latitude,longitude,timestamp,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,wind_direction_10m,snowfall,weather_code,cloud_cover
-34.452022708,20.451859474000003,2007-03-21T00:00,17.4,86,0.0,10.4,70,0.0,1,47
-34.452022708,20.451859474000003,2007-03-21T01:00,17.1,87,0.0,11.5,70,0.0,0,6
-34.452022708,20.451859474000003,2007-03-21T02:00,16.8,87,0.0,11.8,78,0.0,0,0
-34.452022708,20.451859474000003,2007-03-21T03:00,16.5,87,0.0,11.5,86,0.0,0,0
-34.452022708,20.451859474000003,2007-03-21T04:00,16.4,88,0.0,12.6,92,0.0,0,0
-34.452022708,20.451859474000003,2007-03-21T05:00,16.4,88,0.0,13.7,87,0.0,0,0
-34.452022708,20.451859474000003,2007-03-21T06:00,17.5,84,0.0,13.3,77,0.0,0,0
-34.452022708,20.451859474000003,2007-03-21T07:00,19.6,74,0.0,15.6,75,0.0,0,0
-34.452022708,20.451859474000003,2007-03-21T08:00,21.4,64,0.0,15.3,75,0.0,0,0
-34.452022708,20.451859474000003,2007-03-21T09:00,23.1,56,0.0,14.2,81,0.0,0,0
-34.452022708,20.451859474000003,2007-03-21T10:00,24.5,51,0.0,12.4,82,0.0,0,0
-34.452022708,20.451859474000003,2007-03-21T11:00,25.5,49,0.0,13.0,95,0.0,0,0
-34.452022708,20.451859474000003,2007-03-21T12:00,25.9,50,0.0,14.5,104,0.0,0,0
-34.452022708,20.451859474000003,2007-03-21T13:00,25.7,53,0.0,16.0,113,0.0,0,0
-34.452022708,20.451859474000003,2007-03-21T14:00,24.8,58,0.0,18.5,119,0.0,0,1
-34.452022708,20.451859474000003,2007-03-21T15:00,23.6,62,0.0,19.4,121,0.0,2,62
-34.452022708,20.451859474000003,2007-03-21T16:00,22.2,69,0.0,16.3,121,0.0,1,27
-34.452022708,20.451859474000003,2007-03-21T17:00,21.0,79,0.0,10.6,118,0.0,0,3
-34.452022708,20.451859474000003,2007-03-21T18:00,20.2,85,0.0,5.5,122,0.0,0,7
-34.452022708,20.451859474000003,2007-03-21T19:00,19.7,87,0.0,2.9,173,0.0,2,70
-34.452022708,20.451859474000003,2007-03-21T20:00,19.0,91,0.0,5.6,230,0.0,2,62
-34.452022708,20.451859474000003,2007-03-21T21:00,18.4,94,0.0,9.1,236,0.0,2,53
-34.452022708,20.451859474000003,2007-03-21T22:00,17.9,94,0.0,14.5,240,0.0,1,37
-34.452022708,20.451859474000003,2007-03-21T23:00,17.5,94,0.0,13.6,248,0.0,1,35
-34.452022708,20.451859474000003,2007-03-22T00:00,17.2,93,0.0,11.7,261,0.0,1,33
-34.452022708,20.451859474000003,2007-03-22T01:00,16.9,92,0.0,12.2,268,0.0,0,13
-34.452022708,20.451859474000003,2007-03-22T02:00,16.7,92,0.0,12.2,272,0.0,0,4
-34.452022708,20.451859474000003,2007-03-22T03:00,16.5,92,0.0,11.5,284,0.0,0,7
-34.452022708,20.451859474000003,2007-03-22T04:00,16.2,92,0.0,11.6,292,0.0,2,60
