latitude,longitude,timestamp,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,wind_direction_10m,snowfall,weather_code,cloud_cover
6.8480526,-4.8413269,2018-08-31T00:00,23.6,91,0.1,6.8,198,0.0,51,94
6.8480526,-4.8413269,2018-08-31T01:00,23.3,93,0.1,7.1,204,0.0,51,98
6.8480526,-4.8413269,2018-08-31T02:00,22.8,95,0.3,6.8,212,0.0,51,96
6.8480526,-4.8413269,2018-08-31T03:00,22.3,98,0.3,7.8,202,0.0,51,100
6.8480526,-4.8413269,2018-08-31T04:00,22.2,98,0.0,8.0,198,0.0,3,88
6.8480526,-4.8413269,2018-08-31T05:00,22.0,99,0.0,8.1,212,0.0,3,100
6.8480526,-4.8413269,2018-08-31T06:00,21.9,99,0.2,5.6,207,0.0,51,99
6.8480526,-4.8413269,2018-08-31T07:00,22.0,99,0.4,5.7,215,0.0,51,65
6.8480526,-4.8413269,2018-08-31T08:00,23.0,98,0.4,5.2,196,0.0,51,96
6.8480526,-4.8413269,2018-08-31T09:00,23.8,92,0.1,8.2,203,0.0,51,61
6.8480526,-4.8413269,2018-08-31T10:00,26.1,81,0.2,6.1,225,0.0,51,100
6.8480526,-4.8413269,2018-08-31T11:00,27.1,75,0.2,5.8,202,0.0,51,100
6.8480526,-4.8413269,2018-08-31T12:00,27.2,74,10.8,4.7,247,0.0,65,82
6.8480526,-4.8413269,2018-08-31T13:00,28.4,70,0.1,5.4,250,0.0,51,98
6.8480526,-4.8413269,2018-08-31T14:00,26.4,83,6.3,5.1,188,0.0,63,98
6.8480526,-4.8413269,2018-08-31T15:00,25.5,88,2.7,3.6,270,0.0,63,100
6.8480526,-4.8413269,2018-08-31T16:00,26.0,85,0.1,3.3,276,0.0,51,100
6.8480526,-4.8413269,2018-08-31T17:00,25.8,82,0.7,5.1,225,0.0,53,99
6.8480526,-4.8413269,2018-08-31T18:00,25.0,90,0.0,7.2,198,0.0,3,96
6.8480526,-4.8413269,2018-08-31T19:00,24.0,93,0.0,8.4,190,0.0,3,84
6.8480526,-4.8413269,2018-08-31T20:00,23.4,93,0.0,8.2,203,0.0,3,85
6.8480526,-4.8413269,2018-08-31T21:00,23.0,94,0.0,8.3,198,0.0,3,95
6.8480526,-4.8413269,2018-08-31T22:00,22.7,95,0.0,6.1,208,0.0,3,96
6.8480526,-4.8413269,2018-08-31T23:00,22.4,97,0.0,6.6,209,0.0,3,99
6.8480526,-4.8413269,2018-09-01T00:00,22.5,99,0.0,5.6,195,0.0,3,95
6.8480526,-4.8413269,2018-09-01T01:00,22.5,99,0.0,6.0,197,0.0,3,98
6.8480526,-4.8413269,2018-09-01T02:00,22.3,99,0.1,5.3,242,0.0,51,97
6.8480526,-4.8413269,2018-09-01T03:00,22.3,99,0.2,3.4,238,0.0,51,96
6.8480526,-4.8413269,2018-09-01T04:00,22.2,98,0.2,2.8,220,0.0,51,96
6.8480526,-4.8413269,2018-09-01T05:00,21.9,100,0.4,4.4,215,0.0,51,100
6.8480526,-4.8413269,2018-09-01T06:00,22.2,99,0.0,6.3,193,0.0,3,95
6.8480526,-4.8413269,2018-09-01T07:00,22.4,99,0.1,4.1,225,0.0,51,100
6.8480526,-4.8413269,2018-09-01T08:00,22.9,100,0.4,2.2,261,0.0,51,100
6.8480526,-4.8413269,2018-09-01T09:00,23.1,100,1.2,2.0,225,0.0,55,100
6.8480526,-4.8413269,2018-09-01T10:00,23.8,100,1.5,4.1,218,0.0,61,100
6.8480526,-4.8413269,2018-09-01T11:00,24.1,98,0.5,1.4,180,0.0,53,99
6.8480526,-4.8413269,2018-09-01T12:00,25.0,85,0.3,11.2,249,0.0,51,98
6.8480526,-4.8413269,2018-09-01T13:00,25.5,84,1.9,7.7,217,0.0,61,83
6.8480526,-4.8413269,2018-09-01T14:00,27.1,76,0.2,7.4,223,0.0,51,70
6.8480526,-4.8413269,2018-09-01T15:00,25.1,86,1.8,9.2,228,0.0,61,98
6.8480526,-4.8413269,2018-09-01T16:00,25.8,84,0.1,7.1,229,0.0,51,76
6.8480526,-4.8413269,2018-09-01T17:00,26.9,77,0.0,6.5,214,0.0,2,50
6.8480526,-4.8413269,2018-09-01T18:00,26.0,80,0.0,7.0,201,0.0,2,73
6.8480526,-4.8413269,2018-09-01T19:00,24.7,85,0.0,9.2,201,0.0,3,84
6.8480526,-4.8413269,2018-09-01T20:00,24.1,89,0.0,8.4,205,0.0,3,87
6.8480526,-4.8413269,2018-09-01T21:00,23.8,91,0.0,8.0,190,0.0,3,93
6.8480526,-4.8413269,2018-09-01T22:00,23.3,93,0.0,8.8,189,0.0,3,94
6.8480526,-4.8413269,2018-09-01T23:00,22.9,94,0.0,8.5,192,0.0,3,91
6.8480526,-4.8413269,2018-09-02T00:00,22.6,98,0.0,8.7,204,0.0,3,91
6.8480526,-4.8413269,2018-09-02T01:00,22.8,97,0.0,8.0,198,0.0,3,100
6.8480526,-4.8413269,2018-09-02T02:00,22.8,96,0.0,6.1,183,0.0,3,100
6.8480526,-4.8413269,2018-09-02T03:00,22.6,97,0.0,7.1,195,0.0,3,100
6.8480526,-4.8413269,2018-09-02T04:00,22.7,96,0.0,6.8,198,0.0,3,99
6.8480526,-4.8413269,2018-09-02T05:00,22.7,96,0.0,6.2,187,0.0,3,100
6.8480526,-4.8413269,2018-09-02T06:00,22.7,95,0.0,5.8,173,0.0,3,99
6.8480526,-4.8413269,2018-09-02T07:00,23.1,93,0.1,7.6,183,0.0,51,97
6.8480526,-4.8413269,2018-09-02T08:00,23.8,90,0.1,7.1,165,0.0,51,95
