latitude,longitude,timestamp,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,wind_direction_10m,snowfall,weather_code,cloud_cover
6.8480526,-4.8036623,2018-08-31T00:00,23.7,91,0.1,7.3,191,0.0,51,94
6.8480526,-4.8036623,2018-08-31T01:00,23.4,93,0.1,7.4,203,0.0,51,98
6.8480526,-4.8036623,2018-08-31T02:00,23.1,95,0.2,7.4,209,0.0,51,96
6.8480526,-4.8036623,2018-08-31T03:00,22.5,97,0.2,8.2,203,0.0,51,99
6.8480526,-4.8036623,2018-08-31T04:00,22.5,98,0.0,8.7,197,0.0,3,87
6.8480526,-4.8036623,2018-08-31T05:00,22.3,98,0.0,8.4,205,0.0,3,100
6.8480526,-4.8036623,2018-08-31T06:00,22.1,98,0.2,6.3,204,0.0,51,100
6.8480526,-4.8036623,2018-08-31T07:00,22.2,98,0.2,6.1,208,0.0,51,81
6.8480526,-4.8036623,2018-08-31T08:00,23.2,97,0.4,5.2,196,0.0,51,100
6.8480526,-4.8036623,2018-08-31T09:00,24.0,91,0.2,8.2,195,0.0,51,66
6.8480526,-4.8036623,2018-08-31T10:00,26.1,81,0.2,6.7,216,0.0,51,100
6.8480526,-4.8036623,2018-08-31T11:00,26.8,79,0.3,7.2,180,0.0,51,90
6.8480526,-4.8036623,2018-08-31T12:00,27.4,74,7.2,4.0,243,0.0,63,86
6.8480526,-4.8036623,2018-08-31T13:00,29.0,67,0.1,5.6,243,0.0,51,98
6.8480526,-4.8036623,2018-08-31T14:00,26.5,80,4.2,6.8,212,0.0,63,99
6.8480526,-4.8036623,2018-08-31T15:00,26.0,82,0.2,4.1,232,0.0,51,100
6.8480526,-4.8036623,2018-08-31T16:00,26.9,78,0.1,3.6,270,0.0,51,100
6.8480526,-4.8036623,2018-08-31T17:00,26.1,81,1.4,6.6,225,0.0,61,99
6.8480526,-4.8036623,2018-08-31T18:00,25.2,89,0.0,8.7,197,0.0,3,94
6.8480526,-4.8036623,2018-08-31T19:00,24.2,93,0.0,8.8,192,0.0,3,87
6.8480526,-4.8036623,2018-08-31T20:00,23.6,93,0.0,8.4,205,0.0,3,81
6.8480526,-4.8036623,2018-08-31T21:00,23.2,94,0.0,8.8,192,0.0,3,94
6.8480526,-4.8036623,2018-08-31T22:00,23.0,96,0.0,5.7,215,0.0,3,96
6.8480526,-4.8036623,2018-08-31T23:00,22.7,97,0.0,5.8,210,0.0,3,99
6.8480526,-4.8036623,2018-09-01T00:00,22.8,99,0.0,5.5,191,0.0,3,94
6.8480526,-4.8036623,2018-09-01T01:00,22.8,99,0.0,6.0,197,0.0,3,98
6.8480526,-4.8036623,2018-09-01T02:00,22.6,98,0.0,6.1,230,0.0,3,97
