event-id,visible,timestamp,location-long,location-lat,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
27199244757,true,2004-05-14 04:53:06.000,16.077,2.175,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244758,true,2004-05-14 07:24:35.000,16.07,2.187,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244759,true,2004-05-15 01:35:50.000,16.069,2.171,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244760,true,2004-05-15 03:24:06.000,16.078,2.169,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244761,true,2004-05-15 07:11:50.000,16.073,2.177,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244762,true,2004-05-16 01:24:37.000,16.061,2.181,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244763,true,2004-05-16 02:59:40.000,16.077,2.177,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244764,true,2004-05-16 05:44:52.000,16.066,2.181,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244765,true,2004-05-16 06:59:05.000,16.062,2.184,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244766,true,2004-05-17 01:13:54.000,16.129,2.162,"0","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244767,true,2004-05-17 05:22:58.000,16.098,2.178,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244768,true,2004-05-18 01:02:40.000,16.075,2.177,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244769,true,2004-05-18 04:58:01.000,16.078,2.181,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244770,true,2004-05-19 00:50:26.000,16.077,2.171,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244771,true,2004-05-19 03:27:30.000,16.081,2.18,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244772,true,2004-05-20 00:37:41.000,16.076,2.183,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244773,true,2004-05-21 00:25:26.000,16.106,2.173,"B","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244774,true,2004-05-21 05:27:23.000,16.011,2.197,"0","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244775,true,2004-05-22 05:03:58.000,16.079,2.184,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244776,true,2004-05-22 07:21:43.000,16.065,2.188,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244777,true,2004-05-23 07:11:00.000,16.068,2.189,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244778,true,2004-05-24 01:34:58.000,16.069,2.182,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244779,true,2004-05-24 06:58:45.000,16.048,2.198,"B","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244780,true,2004-05-25 05:33:19.000,16.062,2.18,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244781,true,2004-05-26 01:12:00.000,16.098,2.18,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244782,true,2004-05-27 03:28:42.000,16.074,2.18,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244783,true,2004-05-28 00:49:03.000,16.076,2.18,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244784,true,2004-05-29 05:37:13.000,16.065,2.186,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244785,true,2004-05-30 03:56:32.000,16.048,2.162,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244786,true,2004-05-30 05:13:48.000,16.051,2.142,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244787,true,2004-05-30 07:21:23.000,16.06,2.158,"B","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244788,true,2004-05-31 03:32:06.000,16.053,2.135,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244789,true,2004-05-31 07:09:39.000,16.039,2.138,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244790,true,2004-06-01 01:44:17.000,16.025,2.147,"B","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244791,true,2004-06-01 04:30:00.000,16.044,2.123,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244792,true,2004-06-01 06:56:24.000,16.022,2.126,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244793,true,2004-06-02 04:23:21.000,16.047,2.119,"B","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244794,true,2004-06-02 05:45:12.000,16.046,2.118,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244795,true,2004-06-02 06:43:39.000,16.058,2.116,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244796,true,2004-06-03 01:20:19.000,16.034,2.127,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244797,true,2004-06-03 05:20:45.000,16.081,2.114,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244798,true,2004-06-03 06:32:26.000,16.066,2.116,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244799,true,2004-06-04 01:09:36.000,16.064,2.125,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244800,true,2004-06-04 04:55:48.000,16.045,2.126,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244801,true,2004-06-05 00:57:52.000,16.043,2.122,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244802,true,2004-06-06 00:46:39.000,16.051,2.124,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244803,true,2004-06-06 05:49:36.000,16.036,2.121,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244804,true,2004-06-06 07:33:18.000,16.037,2.116,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244805,true,2004-06-07 00:33:54.000,16.045,2.148,"B","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244806,true,2004-06-08 03:34:19.000,16.056,2.122,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244807,true,2004-06-08 07:09:20.000,16.038,2.127,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244808,true,2004-06-09 01:54:08.000,16.049,2.122,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244809,true,2004-06-09 06:54:33.000,16.01,2.134,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244810,true,2004-06-10 01:40:52.000,16.06,2.159,"B","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244811,true,2004-06-10 05:55:32.000,16.062,2.14,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244812,true,2004-06-10 06:42:49.000,16.076,2.139,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244813,true,2004-06-11 01:29:39.000,16.036,2.128,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244814,true,2004-06-11 04:01:08.000,16.04,2.127,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244815,true,2004-06-11 05:30:36.000,16.028,2.129,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244816,true,2004-06-11 06:30:04.000,16.049,2.123,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244817,true,2004-06-12 05:06:40.000,16.029,2.15,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244818,true,2004-06-12 06:16:49.000,16.031,2.151,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244819,true,2004-06-13 01:06:42.000,16.055,2.124,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244820,true,2004-06-13 04:44:46.000,16.045,2.125,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244821,true,2004-06-14 00:55:59.000,16.06,2.137,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244822,true,2004-06-15 00:43:44.000,16.072,2.125,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244823,true,2004-06-15 05:36:32.000,16.068,2.127,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244824,true,2004-06-16 00:33:32.000,16.045,2.117,"B","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244825,true,2004-06-16 05:14:07.000,16.068,2.125,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244826,true,2004-06-17 02:02:57.000,16.059,2.125,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244827,true,2004-06-17 04:50:11.000,16.062,2.125,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244828,true,2004-06-17 06:54:44.000,16.028,2.139,"1","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244829,true,2004-06-18 01:50:12.000,16.051,2.123,"A","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244830,true,2004-06-18 02:48:09.000,16.066,2.122,"B","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244831,true,2004-06-18 06:05:23.000,16.054,2.126,"2","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
27199244832,true,2004-06-18 06:40:58.000,16.066,2.122,"3","argos-doppler-shift",,"#2784433468","46179","Elephant Research - Lobeke National Park (Cameroon) - Collar 46179"
