latitude,longitude,timestamp,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,wind_direction_10m,snowfall,weather_code,cloud_cover
-33.4770877,18.544734,2014-11-24T00:00,16.6,95,0.0,13.1,189,0.0,0,10
-33.4770877,18.544734,2014-11-24T01:00,16.2,96,0.0,12.0,187,0.0,0,7
-33.4770877,18.544734,2014-11-24T02:00,16.0,96,0.0,11.3,187,0.0,0,5
-33.4770877,18.544734,2014-11-24T03:00,15.7,97,0.0,11.9,185,0.0,0,1
-33.4770877,18.544734,2014-11-24T04:00,15.7,97,0.0,12.2,180,0.0,0,2
-33.4770877,18.544734,2014-11-24T05:00,17.2,89,0.0,13.0,175,0.0,0,1
-33.4770877,18.544734,2014-11-24T06:00,19.3,75,0.0,13.6,169,0.0,0,1
-33.4770877,18.544734,2014-11-24T07:00,22.1,61,0.0,12.5,162,0.0,0,4
-33.4770877,18.544734,2014-11-24T08:00,24.0,51,0.0,10.7,160,0.0,3,83
-33.4770877,18.544734,2014-11-24T09:00,25.5,44,0.0,9.4,173,0.0,3,84
-33.4770877,18.544734,2014-11-24T10:00,26.7,40,0.0,12.4,206,0.0,3,83
-33.4770877,18.544734,2014-11-24T11:00,27.6,38,0.0,16.3,205,0.0,2,67
-33.4770877,18.544734,2014-11-24T12:00,27.7,39,0.0,19.7,201,0.0,1,35
-33.4770877,18.544734,2014-11-24T13:00,27.3,43,0.0,22.0,198,0.0,1,41
-33.4770877,18.544734,2014-11-24T14:00,26.6,46,0.0,23.9,196,0.0,3,99
-33.4770877,18.544734,2014-11-24T15:00,25.5,49,0.0,24.4,194,0.0,3,91
-33.4770877,18.544734,2014-11-24T16:00,24.1,54,0.0,22.9,196,0.0,2,72
-33.4770877,18.544734,2014-11-24T17:00,22.8,58,0.0,20.5,198,0.0,2,55
-33.4770877,18.544734,2014-11-24T18:00,21.7,61,0.0,18.8,192,0.0,0,18
-33.4770877,18.544734,2014-11-24T19:00,20.8,63,0.0,16.6,178,0.0,0,9
-33.4770877,18.544734,2014-11-24T20:00,20.8,60,0.0,15.3,161,0.0,0,0
-33.4770877,18.544734,2014-11-24T21:00,20.7,59,0.0,14.8,146,0.0,0,0
-33.4770877,18.544734,2014-11-24T22:00,20.0,60,0.0,12.6,143,0.0,0,0
-33.4770877,18.544734,2014-11-24T23:00,19.1,63,0.0,12.5,141,0.0,0,0
-33.4770877,18.544734,2014-11-25T00:00,18.3,67,0.0,11.5,139,0.0,0,0
-33.4770877,18.544734,2014-11-25T01:00,17.6,70,0.0,10.7,135,0.0,0,0
-33.4770877,18.544734,2014-11-25T02:00,16.9,73,0.0,10.0,128,0.0,0,0
-33.4770877,18.544734,2014-11-25T03:00,16.3,77,0.0,9.3,126,0.0,0,0
-33.4770877,18.544734,2014-11-25T04:00,16.1,78,0.0,10.0,120,0.0,0,0
-33.4770877,18.544734,2014-11-25T05:00,18.5,68,0.0,11.3,112,0.0,0,0
-33.4770877,18.544734,2014-11-25T06:00,21.8,56,0.0,13.5,99,0.0,0,0
-33.4770877,18.544734,2014-11-25T07:00,25.0,46,0.0,13.3,93,0.0,0,0
-33.4770877,18.544734,2014-11-25T08:00,27.6,39,0.0,10.1,90,0.0,0,0
-33.4770877,18.544734,2014-11-25T09:00,29.5,34,0.0,5.5,101,0.0,0,0
-33.4770877,18.544734,2014-11-25T10:00,30.8,30,0.0,5.2,192,0.0,0,0
-33.4770877,18.544734,2014-11-25T11:00,31.9,27,0.0,8.4,205,0.0,0,0
-33.4770877,18.544734,2014-11-25T12:00,32.6,25,0.0,11.1,209,0.0,0,0
