latitude,longitude,timestamp,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,wind_direction_10m,snowfall,weather_code,cloud_cover
-33.8695185,18.449795599999998,2014-11-24T00:00,16.9,95,0.0,14.4,180,0.0,0,5
-33.8695185,18.449795599999998,2014-11-24T01:00,16.7,95,0.0,13.3,178,0.0,0,3
-33.8695185,18.449795599999998,2014-11-24T02:00,16.6,96,0.0,13.0,178,0.0,0,2
-33.8695185,18.449795599999998,2014-11-24T03:00,16.5,96,0.0,13.7,175,0.0,0,1
-33.8695185,18.449795599999998,2014-11-24T04:00,16.5,95,0.0,14.2,171,0.0,0,1
-33.8695185,18.449795599999998,2014-11-24T05:00,17.5,90,0.0,15.1,168,0.0,0,1
-33.8695185,18.449795599999998,2014-11-24T06:00,19.1,81,0.0,16.5,164,0.0,0,1
-33.8695185,18.449795599999998,2014-11-24T07:00,21.4,68,0.0,16.3,158,0.0,0,5
-33.8695185,18.449795599999998,2014-11-24T08:00,22.9,60,0.0,14.7,158,0.0,3,90
-33.8695185,18.449795599999998,2014-11-24T09:00,24.2,54,0.0,14.0,168,0.0,3,90
-33.8695185,18.449795599999998,2014-11-24T10:00,25.0,51,0.0,16.1,190,0.0,3,90
-33.8695185,18.449795599999998,2014-11-24T11:00,25.4,51,0.0,19.1,191,0.0,2,73
-33.8695185,18.449795599999998,2014-11-24T12:00,25.3,54,0.0,21.5,189,0.0,1,47
-33.8695185,18.449795599999998,2014-11-24T13:00,25.0,55,0.0,23.5,186,0.0,1,43
-33.8695185,18.449795599999998,2014-11-24T14:00,24.7,56,0.0,24.9,185,0.0,3,100
-33.8695185,18.449795599999998,2014-11-24T15:00,24.1,57,0.0,25.2,183,0.0,3,96
-33.8695185,18.449795599999998,2014-11-24T16:00,23.3,59,0.0,23.5,185,0.0,3,90
-33.8695185,18.449795599999998,2014-11-24T17:00,22.6,60,0.0,22.0,183,0.0,3,82
-33.8695185,18.449795599999998,2014-11-24T18:00,22.1,59,0.0,21.1,172,0.0,1,46
-33.8695185,18.449795599999998,2014-11-24T19:00,21.1,62,0.0,19.6,160,0.0,1,27
-33.8695185,18.449795599999998,2014-11-24T20:00,20.8,61,0.0,18.6,148,0.0,0,2
-33.8695185,18.449795599999998,2014-11-24T21:00,20.2,62,0.0,17.7,141,0.0,0,0
-33.8695185,18.449795599999998,2014-11-24T22:00,19.3,65,0.0,15.1,142,0.0,0,0
-33.8695185,18.449795599999998,2014-11-24T23:00,18.5,68,0.0,14.3,139,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T00:00,17.7,72,0.0,13.0,138,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T01:00,17.1,76,0.0,12.2,133,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T02:00,16.6,80,0.0,11.5,129,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T03:00,16.2,82,0.0,11.0,128,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T04:00,16.1,83,0.0,11.4,125,0.0,0,1
-33.8695185,18.449795599999998,2014-11-25T05:00,18.0,74,0.0,13.0,118,0.0,0,1
-33.8695185,18.449795599999998,2014-11-25T06:00,20.5,64,0.0,15.3,109,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T07:00,23.2,55,0.0,15.0,107,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T08:00,25.7,48,0.0,12.6,110,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T09:00,27.6,42,0.0,10.1,125,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T10:00,29.0,38,0.0,9.7,158,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T11:00,30.0,35,0.0,11.0,169,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T12:00,30.7,33,0.0,13.4,175,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T13:00,30.9,33,0.0,15.5,176,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T14:00,30.6,34,0.0,17.7,175,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T15:00,29.9,36,0.0,19.7,172,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T16:00,28.8,40,0.0,21.2,162,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T17:00,27.1,44,0.0,21.2,148,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T18:00,25.2,49,0.0,20.9,135,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T19:00,23.8,54,0.0,20.2,125,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T20:00,22.7,58,0.0,19.3,117,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T21:00,21.7,61,0.0,17.7,110,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T22:00,20.9,64,0.0,14.6,99,0.0,0,0
-33.8695185,18.449795599999998,2014-11-25T23:00,20.3,68,0.0,10.9,96,0.0,0,0
-33.8695185,18.449795599999998,2014-11-26T00:00,19.5,71,0.0,8.5,78,0.0,0,0
-33.8695185,18.449795599999998,2014-11-26T01:00,18.6,77,0.0,8.4,47,0.0,0,0
