latitude,longitude,timestamp,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,wind_direction_10m,snowfall,weather_code,cloud_cover
-33.4770877,18.354857199999998,2014-11-24T00:00,16.5,95,0.0,14.4,180,0.0,0,5
-33.4770877,18.354857199999998,2014-11-24T01:00,16.4,96,0.0,13.3,178,0.0,0,3
-33.4770877,18.354857199999998,2014-11-24T02:00,16.2,96,0.0,13.0,178,0.0,0,2
-33.4770877,18.354857199999998,2014-11-24T03:00,16.1,96,0.0,13.7,175,0.0,0,1
-33.4770877,18.354857199999998,2014-11-24T04:00,16.0,96,0.0,14.2,171,0.0,0,1
-33.4770877,18.354857199999998,2014-11-24T05:00,17.1,91,0.0,15.1,168,0.0,0,1
-33.4770877,18.354857199999998,2014-11-24T06:00,18.6,81,0.0,16.5,164,0.0,0,1
-33.4770877,18.354857199999998,2014-11-24T07:00,20.8,69,0.0,16.3,158,0.0,0,5
-33.4770877,18.354857199999998,2014-11-24T08:00,22.2,61,0.0,14.7,158,0.0,3,90
-33.4770877,18.354857199999998,2014-11-24T09:00,23.3,56,0.0,14.0,168,0.0,3,90
-33.4770877,18.354857199999998,2014-11-24T10:00,24.1,53,0.0,16.1,190,0.0,3,90
-33.4770877,18.354857199999998,2014-11-24T11:00,24.5,52,0.0,19.1,191,0.0,2,73
-33.4770877,18.354857199999998,2014-11-24T12:00,24.5,53,0.0,21.5,189,0.0,1,47
-33.4770877,18.354857199999998,2014-11-24T13:00,24.2,56,0.0,23.5,186,0.0,1,43
-33.4770877,18.354857199999998,2014-11-24T14:00,23.8,58,0.0,24.9,185,0.0,3,100
-33.4770877,18.354857199999998,2014-11-24T15:00,23.2,60,0.0,25.2,183,0.0,3,96
-33.4770877,18.354857199999998,2014-11-24T16:00,22.3,63,0.0,23.5,185,0.0,3,90
-33.4770877,18.354857199999998,2014-11-24T17:00,21.4,65,0.0,22.0,183,0.0,3,82
-33.4770877,18.354857199999998,2014-11-24T18:00,20.9,65,0.0,21.1,172,0.0,1,46
