event-id,visible,timestamp,location-long,location-lat,comments,gps:hdop,gps:satellite-count,ground-speed,heading,height-above-ellipsoid,import-marked-outlier,manually-marked-outlier,mortality-status,sequence-number,sigfox:computed-location-radius,sigfox:computed-location-source,sigfox:computed-location-status,sigfox:country,sigfox:device-type,sigfox:duplicates,sigfox:format-character,sigfox:link-quality,sigfox:lqi,sigfox:operator,sigfox:rssi,sigfox:sensor-data-raw,tag-voltage,transmission-protocol,transmission-timestamp,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
16503279119,true,2020-10-07 15:44:00.000,,,"0367",,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,7.0,,,"gps","Sus scrofa","C30FFD Solar","C30FFD","boar_study_austria"
16503279121,true,2020-10-07 15:57:00.000,,,"0368",,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,7.0,,,"gps","Sus scrofa","C30FFD Solar","C30FFD","boar_study_austria"
16503279131,true,2020-10-08 11:20:00.000,16.91253333,48.15791667,"036D",,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5.0,,,"gps","Sus scrofa","C30FFD Solar","C30FFD","boar_study_austria"
16504255960,true,2020-10-08 14:27:00.000,16.9128,48.15786666666666,"50036e",,,,,,,,,877,,,,,,,,,,,,,3.7,,2020-10-08 14:27:41.000,"gps","Sus scrofa","C30FFD Solar","C30FFD","boar_study_austria"
16505589934,true,2020-10-08 17:34:00.000,16.912766666666666,48.15813333333333,"50036f",,,,,,,,,878,,,,,,,,,,,,,3.7,,2020-10-08 17:34:53.000,"gps","Sus scrofa","C30FFD Solar","C30FFD","boar_study_austria"
16506338120,true,2020-10-08 20:41:00.000,16.9166,48.15955,"500370",,,,,,,,,879,,,,,,,,,,,,,3.7,,2020-10-08 20:41:12.000,"gps","Sus scrofa","C30FFD Solar","C30FFD","boar_study_austria"
16507684798,true,2020-10-09 02:59:00.000,16.9177,48.156983333333336,"500371",,,,,,,,,881,,,,,,,,,,,,,3.7,,2020-10-09 02:59:06.000,"gps","Sus scrofa","C30FFD Solar","C30FFD","boar_study_austria"
16508507440,true,2020-10-09 06:06:00.000,16.912666666666667,48.15773333333333,"500372",,,,,,,,,882,,,,,,,,,,,,,3.7,,2020-10-09 06:06:35.000,"gps","Sus scrofa","C30FFD Solar","C30FFD","boar_study_austria"
16509577617,true,2020-10-09 09:13:00.000,16.912966666666666,48.15788333333333,"400373",,,,,,,,,883,,,,,,,,,,,,,3.6,,2020-10-09 09:14:01.000,"gps","Sus scrofa","C30FFD Solar","C30FFD","boar_study_austria"
16512146113,true,2020-10-09 12:21:00.000,16.912433333333333,48.15801666666667,"500374",,,,,,,,,884,,,,,,,,,,,,,3.7,,2020-10-09 12:21:25.000,"gps","Sus scrofa","C30FFD Solar","C30FFD","boar_study_austria"
16515611620,true,2020-10-09 21:53:00.000,16.905866666666668,48.15685,"000375",,,,,,,,,887,,,,,,,,,,,,,3.2,,2020-10-09 21:53:18.000,"gps","Sus scrofa","C30FFD Solar","C30FFD","boar_study_austria"
16519839697,true,2020-10-10 12:28:00.000,16.912533333333332,48.15785,"000376",,,,,,,,,888,,,,,,,,,,,,,3.2,,2020-10-10 12:28:25.000,"gps","Sus scrofa","C30FFD Solar","C30FFD","boar_study_austria"
16520902684,true,2020-10-10 15:35:00.000,16.913933333333333,48.16053333333333,"000377",,,,,,,,,889,,,,,,,,,,,,,3.2,,2020-10-10 15:35:38.000,"gps","Sus scrofa","C30FFD Solar","C30FFD","boar_study_austria"
16503279116,true,2020-10-07 14:25:00.000,,,"03FE",,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,7.0,,,"gps","Sus scrofa","C2FC0C Solar","C2FC0C","boar_study_austria"
16503279117,true,2020-10-07 14:54:00.000,,,"03FF",,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,7.0,,,"gps","Sus scrofa","C2FC0C Solar","C2FC0C","boar_study_austria"
16503279118,true,2020-10-07 15:16:00.000,,,"0400",,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,6.0,,,"gps","Sus scrofa","C2FC0C Solar","C2FC0C","boar_study_austria"
16503279120,true,2020-10-07 15:50:00.000,,,"0401",,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,7.0,,,"gps","Sus scrofa","C2FC0C Solar","C2FC0C","boar_study_austria"
16503279123,true,2020-10-07 16:03:00.000,,,"0402",,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,6.0,,,"gps","Sus scrofa","C2FC0C Solar","C2FC0C","boar_study_austria"
16503279124,true,2020-10-08 01:47:00.000,16.92096667,48.15441667,"0403",,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5.0,,,"gps","Sus scrofa","C2FC0C Solar","C2FC0C","boar_study_austria"
16503279127,true,2020-10-08 04:55:00.000,16.9228,48.15333333,"0404",,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5.0,,,"gps","Sus scrofa","C2FC0C Solar","C2FC0C","boar_study_austria"
16503279130,true,2020-10-08 07:59:00.000,16.9217,48.15343333,"0405",,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5.0,,,"gps","Sus scrofa","C2FC0C Solar","C2FC0C","boar_study_austria"
16504133678,true,2020-10-08 14:13:00.000,16.9217,48.153666666666666,"500407",,,,,,,,,1028,,,,,,,,,,,,,3.7,,2020-10-08 14:13:59.000,"gps","Sus scrofa","C2FC0C Solar","C2FC0C","boar_study_austria"
16506338119,true,2020-10-08 20:29:00.000,16.906533333333332,48.1566,"400408",,,,,,,,,1030,,,,,,,,,,,,,3.6,,2020-10-08 20:29:56.000,"gps","Sus scrofa","C2FC0C Solar","C2FC0C","boar_study_austria"
16507110849,true,2020-10-08 23:35:00.000,16.9114,48.1577,"300409",,,,,,,,,1031,,,,,,,,,,,,,3.5,,2020-10-08 23:35:32.000,"gps","Sus scrofa","C2FC0C Solar","C2FC0C","boar_study_austria"
16509577614,true,2020-10-09 09:07:00.000,16.9211,48.15488333333333,"20040a",,,,,,,,,1032,,,,,,,,,,,,,3.4,,2020-10-09 09:07:04.000,"gps","Sus scrofa","C2FC0C Solar","C2FC0C","boar_study_austria"
16512146109,true,2020-10-09 12:13:00.000,16.921466666666667,48.1553,"20040b",,,,,,,,,1033,,,,,,,,,,,,,3.4,,2020-10-09 12:13:38.000,"gps","Sus scrofa","C2FC0C Solar","C2FC0C","boar_study_austria"
16513815125,true,2020-10-09 15:20:00.000,16.921,48.15585,"00040c",,,,,,,,,1034,,,,,,,,,,,,,3.2,,2020-10-09 15:20:10.000,"gps","Sus scrofa","C2FC0C Solar","C2FC0C","boar_study_austria"
16603858182,true,2020-10-18 10:31:00.000,16.920866666666665,48.15488333333333,"00040d",,,,,,,,,1035,,,,,,,,,,,,,3.2,,2020-10-18 10:31:11.000,"gps","Sus scrofa","C2FC0C Solar","C2FC0C","boar_study_austria"
16503279122,true,2020-10-07 15:59:00.000,,,"035E",,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,7.0,,,"gps","Sus scrofa","C31AD1 Solar","C31AD1","boar_study_austria"
16503279125,true,2020-10-08 01:54:00.000,16.9207,48.15488333,"0360",,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,6.0,,,"gps","Sus scrofa","C31AD1 Solar","C31AD1","boar_study_austria"
16503279128,true,2020-10-08 05:03:00.000,16.9218,48.15373333,"0361",,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,6.0,,,"gps","Sus scrofa","C31AD1 Solar","C31AD1","boar_study_austria"
16507223044,true,2020-10-09 00:07:00.000,16.912166666666668,48.15861666666667,"500366",,,,,,,,,867,,,,,,,,,,,,,3.7,,2020-10-09 00:07:33.000,"gps","Sus scrofa","C31AD1 Solar","C31AD1","boar_study_austria"
16507786308,true,2020-10-09 03:19:00.000,16.921733333333332,48.15376666666667,"500367",,,,,,,,,868,,,,,,,,,,,,,3.7,,2020-10-09 03:19:43.000,"gps","Sus scrofa","C31AD1 Solar","C31AD1","boar_study_austria"
16508507439,true,2020-10-09 06:28:00.000,16.921466666666667,48.15351666666667,"500368",,,,,,,,,869,,,,,,,,,,,,,3.7,,2020-10-09 06:29:05.000,"gps","Sus scrofa","C31AD1 Solar","C31AD1","boar_study_austria"
16509775327,true,2020-10-09 09:38:00.000,16.921566666666667,48.155883333333335,"500369",,,,,,,,,870,,,,,,,,,,,,,3.7,,2020-10-09 09:38:55.000,"gps","Sus scrofa","C31AD1 Solar","C31AD1","boar_study_austria"
18034387775,true,2021-03-03 16:30:00.000,,,"600391",,,,,,,,,912,,,,,,,,,,,,,3.8,,2021-03-03 16:30:50.000,"gps","Sus scrofa","C31AD1 Solar","C31AD1","boar_study_austria"
18037630111,true,2021-03-04 02:06:00.000,,,"500392",,,,,,,,,915,,,,,,,,,,,,,3.7,,2021-03-04 02:06:04.000,"gps","Sus scrofa","C31AD1 Solar","C31AD1","boar_study_austria"
16503279126,true,2020-10-08 04:48:00.000,16.92153333,48.15365,"03A7",,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5.0,,,"gps","Sus scrofa","C2FC18 Solar","C2FC18","boar_study_austria"
16503279129,true,2020-10-08 07:51:00.000,16.92193333,48.1535,"03A8",,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,6.0,,,"gps","Sus scrofa","C2FC18 Solar","C2FC18","boar_study_austria"
16506228947,true,2020-10-08 20:13:00.000,16.906933333333335,48.15665,"5003ab",,,,,,,,,935,,,,,,,,,,,,,3.7,,2020-10-08 20:13:52.000,"gps","Sus scrofa","C2FC18 Solar","C2FC18","boar_study_austria"
16507634539,true,2020-10-09 02:24:00.000,16.919066666666666,48.153666666666666,"5003ac",,,,,,,,,937,,,,,,,,,,,,,3.7,,2020-10-09 02:24:23.000,"gps","Sus scrofa","C2FC18 Solar","C2FC18","boar_study_austria"
16509126239,true,2020-10-09 08:32:00.000,16.922433333333334,48.153933333333335,"3003ae",,,,,,,,,939,,,,,,,,,,,,,3.5,,2020-10-09 08:32:10.000,"gps","Sus scrofa","C2FC18 Solar","C2FC18","boar_study_austria"
16511813366,true,2020-10-09 11:35:00.000,16.921566666666667,48.155366666666666,"4003af",,,,,,,,,940,,,,,,,,,,,,,3.6,,2020-10-09 11:35:49.000,"gps","Sus scrofa","C2FC18 Solar","C2FC18","boar_study_austria"
16514483258,true,2020-10-09 17:44:00.000,16.9129,48.157333333333334,"2003b1",,,,,,,,,942,,,,,,,,,,,,,3.4,,2020-10-09 17:44:10.000,"gps","Sus scrofa","C2FC18 Solar","C2FC18","boar_study_austria"
20278790981,true,2021-10-12 06:03:00.000,16.939033333333334,48.1684,"6002a1",,,,,,,,,17,,,,,,,,,,,,,3.8,,2021-10-12 06:03:13.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911210,true,2021-10-12 06:03:04.000,16.93905,48.1684,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911211,true,2021-10-12 12:24:06.000,16.92955,48.15808333,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911212,true,2021-10-12 16:11:52.000,16.92966667,48.15815,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911213,true,2021-10-12 20:15:08.000,16.93211667,48.1647,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20287872546,true,2021-10-13 04:27:00.000,16.9295,48.177366666666664,"6003e4",,,,,,,,,23,,,,,,,,,,,,,3.8,,2021-10-13 04:27:54.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911214,true,2021-10-13 04:27:48.000,16.92951667,48.17736667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911215,true,2021-10-13 08:12:05.000,16.93005,48.15865,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911216,true,2021-10-13 12:12:00.000,16.92936667,48.15861667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911217,true,2021-10-13 16:11:52.000,16.92903333,48.15903333,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911218,true,2021-10-13 20:12:39.000,16.92845,48.15921667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20296876637,true,2021-10-14 08:45:00.000,16.930866666666667,48.165933333333335,"60057c",,,,,,,,,30,,,,,,,,,,,,,3.8,,2021-10-14 08:45:34.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911219,true,2021-10-14 08:45:28.000,16.93086667,48.16593333,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911220,true,2021-10-14 12:09:43.000,16.93165,48.15738333,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911221,true,2021-10-14 16:11:52.000,16.9303,48.15775,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911222,true,2021-10-14 20:15:32.000,16.93031667,48.1579,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911223,true,2021-10-15 00:13:05.000,16.93011667,48.15771667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911224,true,2021-10-15 04:11:02.000,16.93273333,48.17263333,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911225,true,2021-10-15 08:12:52.000,16.929,48.15875,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911226,true,2021-10-15 12:12:51.000,16.92923333,48.15856667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911227,true,2021-10-15 20:29:52.000,16.92921667,48.15916667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911228,true,2021-10-16 00:14:44.000,16.92911667,48.15901667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20314274700,true,2021-10-16 04:14:00.000,16.931633333333334,48.162016666666666,"6007f3",,,,,,,,,41,,,,,,,,,,,,,3.8,,2021-10-16 04:14:13.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911229,true,2021-10-16 04:14:04.000,16.93163333,48.16201667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911230,true,2021-10-16 08:12:28.000,16.929,48.159,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911231,true,2021-10-16 12:11:37.000,16.92853333,48.1588,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911232,true,2021-10-16 16:11:33.000,16.92908333,48.15896667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911233,true,2021-10-16 20:12:15.000,16.92935,48.15871667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20321908205,true,2021-10-17 04:27:00.000,16.931933333333333,48.17055,"600953",,,,,,,,,47,,,,,,,,,,,,,3.8,,2021-10-17 04:27:48.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911234,true,2021-10-17 04:27:41.000,16.93195,48.17055,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911235,true,2021-10-17 08:11:28.000,16.92858333,48.1661,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20324465109,true,2021-10-17 12:11:00.000,16.9328,48.166133333333335,"6009c5",,,,,,,,,49,,,,,,,,,,,,,3.8,,2021-10-17 12:12:03.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911236,true,2021-10-17 12:11:52.000,16.93281667,48.16613333,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911237,true,2021-10-17 16:13:04.000,16.93288333,48.16611667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20327042769,true,2021-10-17 20:11:00.000,16.932466666666667,48.16611666666667,"600a3a",,,,,,,,,51,,,,,,,,,,,,,3.8,,2021-10-17 20:11:41.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911238,true,2021-10-17 20:11:32.000,16.93246667,48.16611667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911239,true,2021-10-18 00:11:43.000,16.93086667,48.16638333,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20329026025,true,2021-10-18 04:11:00.000,16.9318,48.16716666666667,"600ab0",,,,,,,,,53,,,,,,,,,,,,,3.8,,2021-10-18 04:11:51.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911240,true,2021-10-18 04:11:45.000,16.9318,48.16716667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20330123764,true,2021-10-18 08:12:00.000,16.934833333333334,48.166016666666664,"600aeb",,,,,,,,,54,,,,,,,,,,,,,3.8,,2021-10-18 08:13:04.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911241,true,2021-10-18 08:12:58.000,16.93483333,48.16601667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911242,true,2021-10-18 12:14:22.000,16.93215,48.16555,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20334876353,true,2021-10-18 16:11:00.000,16.930066666666665,48.165166666666664,"600b5f",,,,,,,,,56,,,,,,,,,,,,,3.8,,2021-10-18 16:11:41.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911243,true,2021-10-18 16:11:34.000,16.93008333,48.16516667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20336000554,true,2021-10-18 20:11:00.000,16.9315,48.1753,"600b9a",,,,,,,,,57,,,,,,,,,,,,,3.8,,2021-10-18 20:11:21.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911244,true,2021-10-18 20:11:09.000,16.93151667,48.1753,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20338081088,true,2021-10-19 04:28:00.000,16.932666666666666,48.16896666666667,"600c11",,,,,,,,,59,,,,,,,,,,,,,3.8,,2021-10-19 04:28:43.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911245,true,2021-10-19 04:28:34.000,16.93268333,48.16896667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911246,true,2021-10-19 08:12:04.000,16.93176667,48.16765,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20342048707,true,2021-10-19 12:11:00.000,16.930866666666667,48.1665,"600c81",,,,,,,,,61,,,,,,,,,,,,,3.8,,2021-10-19 12:11:36.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911247,true,2021-10-19 12:11:30.000,16.93086667,48.1665,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911248,true,2021-10-19 16:11:35.000,16.93063333,48.16673333,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20381795891,true,2021-10-19 20:12:00.000,16.930366666666668,48.1673,"600cf7",,,,,,,,,63,,,,,,,,,,,,,3.8,,2021-10-19 20:12:12.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911249,true,2021-10-19 20:12:06.000,16.93036667,48.1673,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20382913506,true,2021-10-20 00:12:00.000,16.937966666666668,48.16555,"600d31",,,,,,,,,64,,,,,,,,,,,,,3.8,,2021-10-20 00:12:58.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911250,true,2021-10-20 00:12:52.000,16.93798333,48.16555,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20383842706,true,2021-10-20 04:13:00.000,16.938133333333333,48.16825,"500d6b",,,,,,,,,65,,,,,,,,,,,,,3.7,,2021-10-20 04:14:04.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911251,true,2021-10-20 04:13:58.000,16.93813333,48.16825,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911252,true,2021-10-20 08:12:34.000,16.92916667,48.15885,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911253,true,2021-10-20 12:12:21.000,16.92918333,48.1587,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911254,true,2021-10-20 20:29:34.000,16.92905,48.1587,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911255,true,2021-10-21 00:12:04.000,16.93233333,48.1727,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20388911581,true,2021-10-21 04:11:00.000,16.9355,48.17015,"600ec5",,,,,,,,,71,,,,,,,,,,,,,3.8,,2021-10-21 04:11:24.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911256,true,2021-10-21 04:11:18.000,16.93551667,48.17015,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911257,true,2021-10-21 08:11:23.000,16.93275,48.16581667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911258,true,2021-10-21 12:12:04.000,16.93325,48.1663,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911259,true,2021-10-21 16:13:04.000,16.9332,48.16636667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20392027458,true,2021-10-21 20:11:00.000,16.932166666666667,48.16895,"500faf",,,,,,,,,75,,,,,,,,,,,,,3.7,,2021-10-21 20:11:57.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911260,true,2021-10-21 20:11:48.000,16.93218333,48.16895,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911261,true,2021-10-22 00:12:34.000,16.93251667,48.17276667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20393319680,true,2021-10-22 04:13:00.000,16.929,48.1659,"501024",,,,,,,,,77,,,,,,,,,,,,,3.7,,2021-10-22 04:13:45.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911262,true,2021-10-22 04:13:34.000,16.929,48.1659,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911263,true,2021-10-22 08:12:04.000,16.93306667,48.16658333,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911264,true,2021-10-22 12:12:35.000,16.93263333,48.16638333,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911265,true,2021-10-22 16:12:28.000,16.93261667,48.16658333,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911266,true,2021-10-22 20:15:59.000,16.93268333,48.16693333,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911267,true,2021-10-23 00:12:19.000,16.94011667,48.17618333,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911268,true,2021-10-23 04:13:19.000,16.93475,48.17128333,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911269,true,2021-10-23 08:11:16.000,16.93178333,48.1661,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911270,true,2021-10-23 12:11:41.000,16.93098333,48.16623333,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20408921859,true,2021-10-23 16:11:00.000,16.930866666666667,48.166916666666665,"501230",,,,,,,,,86,,,,,,,,,,,,,3.7,,2021-10-23 16:11:49.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911271,true,2021-10-23 16:11:41.000,16.93088333,48.16691667,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911272,true,2021-10-23 20:11:35.000,16.93183333,48.1659,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
21264911273,true,2021-10-24 00:12:55.000,16.93191667,48.16573333,,,,,,,,,,,,,,,,,,,,,,,,,,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
20409812473,true,2021-10-24 04:13:00.000,16.939033333333334,48.16845,"5012e0",,,,,,,,,89,,,,,,,,,,,,,3.7,,2021-10-24 04:13:41.000,"gps","Sus scrofa","1F9064C","1F9064C (4110)","boar_study_austria"
